time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61
26/05/1999 09:30,-0.031063573,14.01233343,14.30561743,350.1721294,125.3405864,320.8832504,-3.533672573,-3.323705573,-3.743640573,-3.713731573,22.15117743,19.01187643,175.4869944,-3.803761573,10.21619743,16.21704143,36.92205343,35.98176443,-10.80104557,-7.603531573,8.193675427,6.338538427,72.65099643,48.49144243,570.3104354,7.143439427,3.806517427,55,369.6797284,0.345184427,2.653979427,609.0994364,-3.456369573,608.6869614,27.19694043,-3.073758573,-1.963800573,-3.753711573,-3.673752573,-3.803761573,1666.080271,-3.212753573,-3.803761573,18930.08882,-41.90612157,-43.81688457,829.8429054,124.1606854,393.4035444,3546.540965,3679.169871,3566.251414,3642.906687,12.19175243,2053.524851,269.3366494,607.6345924,-3.644593573,97.16367643,-3.343540573,0
26/05/1999 09:32,-0.085996573,14.09804643,14.07578143,349.3199564,125.3551284,321.0949204,-3.533672573,-3.323705573,-3.743640573,-3.713731573,22.13411043,19.00516243,183.6287184,-3.803761573,10.21632343,16.21097643,37.00512543,35.98595343,-10.80104557,-7.599026573,8.193675427,6.342729427,72.63200643,48.64683843,570.0938214,7.143090427,3.785766427,55,365.3178814,0.345203427,2.892243427,608.9948834,-3.456369573,605.6495464,27.19694043,-3.073758573,-1.963800573,-3.753711573,-3.673752573,-3.803761573,1665.98176,-3.184821573,-3.803761573,18893.32905,-42.84929357,-43.32248457,837.8513284,124.1603954,390.6015724,3546.536814,3679.169871,3566.251414,3642.911082,12.19175243,2038.584177,269.5822554,608.2754624,-3.644630573,97.29725143,-3.343534573,0
26/05/1999 09:34,-0.094948573,14.18885143,14.38426843,348.6351424,125.3696854,321.3066204,-3.533672573,-3.323705573,-3.743640573,-3.723803573,22.24422143,19.03618943,172.9789834,-3.803761573,10.21644943,16.15079043,37.08819443,35.99014143,-10.80104557,-7.594520573,8.193675427,6.346920427,72.61301743,48.80223343,570.3104354,7.142742427,3.786527427,55,367.9548444,0.345223427,2.716639427,608.6441754,-3.456369573,606.1913554,27.19694043,-3.073758573,-1.963800573,-3.753711573,-3.683823573,-3.803761573,1665.883128,-3.156888573,-3.803761573,18991.10835,-43.08943657,-44.93935457,843.3127544,124.1601054,394.0050154,3546.53242,3679.169871,3566.251414,3642.915476,12.19175243,2047.170603,269.4326884,606.3833114,-3.644668573,98.01639043,-3.343529573,0
26/05/1999 09:36,-0.055039573,14.14162143,14.37936643,347.9503584,125.3842264,322.5825304,-3.533672573,-3.323705573,-3.743640573,-3.723803573,22.13025743,19.06518843,171.5540724,-3.803761573,10.21657543,16.21387943,37.17126743,35.99433043,-10.80104557,-7.590014573,8.193675427,6.351112427,72.59402743,48.95762943,570.4815164,7.142393427,3.791685427,55,367.4130044,0.345243427,2.962137427,609.2826034,-3.456369573,609.5644634,27.19694043,-3.073758573,-1.963800573,-3.753711573,-3.683823573,-3.803761573,1665.784617,-3.128956573,-3.803761573,18990.60444,-43.48487557,-43.32248457,846.2119854,124.1598154,391.0362044,3546.528025,3679.169871,3566.251414,3642.919871,12.19175243,2034.14033,269.2831524,607.6345924,-3.644706573,97.77464543,-3.343524573,0
26/05/1999 09:38,-0.074399573,14.15638043,14.10755243,347.2655434,125.3987834,321.9802654,-3.533672573,-3.323705573,-3.723803573,-3.723803573,22.12476443,18.95694243,168.7209114,-3.803761573,10.21670143,16.21638043,37.17608143,35.99851543,-10.80104557,-7.585509573,8.193675427,6.355303427,72.57503743,49.11302443,570.3104354,7.142044427,3.727107427,55,364.3269454,0.345262427,2.642846427,609.0078844,-3.456369573,606.0191144,27.19694043,-3.073758573,-1.963800573,-3.753711573,-3.683823573,-3.803761573,1665.685984,-3.101023573,-3.803761573,18990.10249,-42.92543857,-44.28271957,837.9707744,124.1595254,390.1657814,3546.523631,3679.169871,3566.251414,3642.924021,12.19175243,2035.51179,269.1335854,607.0241804,-3.644744573,97.17588343,-3.343518573,0
26/05/1999 09:40,-3.803761573,-3.803761573,-3.803761573,347.1285814,125.4133254,321.7287394,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,183.0272624,-3.803761573,10.21682743,-3.803761573,37.14995843,36.00270343,-10.80104557,-7.581003573,8.193675427,6.359495427,72.55604843,49.26842043,-3.803761573,7.141695427,3.724620427,55,365.0161234,0.345283427,2.672510427,-3.803761573,-3.456369573,607.0995584,27.19694043,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,1665.587473,-3.073090573,-3.803761573,18989.59858,-3.803761573,-43.94872357,838.3125714,124.1592354,393.7512314,3546.519236,-3.803761573,3566.251414,3642.928416,12.19175243,2045.166941,268.9840494,606.3833114,-3.644781573,-3.803761573,-3.343513573,0
26/05/1999 09:42,-3.803761573,-3.803761573,-3.803761573,347.1285814,125.4278824,322.7427474,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,176.3153334,-3.803761573,10.21695243,-3.803761573,37.12383143,36.00689243,-10.80104557,-7.576498573,8.193675427,6.363686427,72.53705843,49.42381543,-3.803761573,7.141345427,3.752392427,55,365.4923814,0.345302427,2.967776427,-3.803761573,-3.456369573,608.3455914,27.19694043,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,1670.950022,-3.045158573,-3.803761573,18989.09468,-3.803761573,-43.94872357,835.6007794,124.1589464,391.8879804,3546.514842,-3.803761573,3566.251414,3642.93281,12.19175243,2044.686961,268.8344834,607.6345924,-3.644819573,-3.803761573,-3.343508573,0
26/05/1999 09:44,-3.803761573,-3.803761573,-3.803761573,347.1285814,125.4424234,321.4482834,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,170.6194414,-3.803761573,10.21707843,-3.803761573,37.09770843,36.01108043,-10.80104557,-7.571992573,8.193675427,6.367878427,72.51806943,49.57921143,-3.803761573,7.140997427,3.710569427,55,361.2001144,0.345322427,2.662347427,-3.803761573,-3.456369573,604.8001814,27.19694043,-3.803761573,-3.803761573,-3.803761573,-3.803761573,-3.803761573,1668.561961,-3.017225573,-3.803761573,18988.59077,-3.803761573,-43.94872357,833.0723984,124.1586564,390.0247604,3546.510691,-3.803761573,3566.251414,3642.937205,12.19175243,2038.489573,268.6849464,607.0241804,-3.644857573,-3.803761573,-3.343503573,0
26/05/1999 09:46,-0.145113573,14.08924143,14.00256843,347.1285814,125.4569804,323.7306314,-3.533672573,-3.293797573,-3.773853573,-3.761080573,22.07644143,18.95292343,165.0308484,-3.803761573,10.21720443,16.18036943,37.07158143,36.01526543,-10.80104557,-7.567486573,8.193675427,6.372070427,72.49908743,49.73460643,570.8037824,7.140648427,3.724788427,55,363.4132484,0.345342427,2.749673427,608.9204204,-3.456369573,602.5887554,27.19694043,-3.083829573,-1.936512573,-3.783619573,-3.761080573,-3.803761573,1666.174021,-2.989293573,-3.803761573,18988.08882,-43.15554957,-44.21372357,832.5650124,124.1583664,392.0640364,3546.506297,3679.169871,3566.251414,3642.941599,12.19175243,2042.424754,268.5353804,607.6345924,-3.644895573,97.16367643,-3.343497573,0
26/05/1999 09:48,-0.008837573,14.22607343,14.19005143,347.1285814,125.4715224,320.1436264,-3.533672573,-3.303868573,-3.771075573,-3.743640573,22.06519943,18.98293543,175.9676464,-3.803761573,10.21732943,16.15919543,37.04545843,36.01945343,-10.80104557,-7.562981573,8.193675427,6.376261427,72.48009743,49.89000243,570.4660744,7.140299427,3.754483427,55,365.6782634,0.345361427,2.698585427,608.8217264,-3.456369573,601.3028054,27.19694043,-3.083829573,-1.943658573,-3.783619573,-3.743640573,-3.803761573,1663.78596,-2.961360573,-3.803761573,18987.58491,-43.02187857,-44.14502057,832.0575664,124.1580764,390.7475994,3546.501902,3679.169871,3566.251414,3642.945994,12.19175243,2042.905711,268.4274704,607.0241804,-3.644932573,97.80883343,-3.343492573,0
